label,comment_processed
4,外形 外观 不错 屏幕 音效 拍照 效果 运行 速度 待机时间 充电 很快 手机 包装 破损 物流 快 手机 外观 漂亮 款式 好看 质量 正品 做工 精致 屏幕 细腻 够 清晰 色彩 饱和度 不错 照相 不错 很漂亮 音质 很棒 系统 功能强大 运行 速度 很快 电影 听 音乐 力 非常 享受 操作 简单 内存 足够 性价比 蛮高 价格 实惠 便宜 划算 支持 超 喜欢 
4,赶上 做 活动 买 价格 一分钱 一分货 从外 观看 美 材质 做工 不错 感觉 买值 最近 物流 特别 慢号 买 今天 害 新手机 害 用不惯 慢慢 适应 很久没 用过 以前 东西 已经 收到 手感 不错 用料 扎实 质量 平常 基本 没有 问题 
4,款 手机 买 最好 千元 机 没有 无论是 拍照 屏幕 充电 速度 喜欢 韭菜 手机 厂商 知道 强 多少倍 
2,手机 手感 老年人 
0,质量 堪忧 换货 时间 贼 长 浪费时间 
2,刚买 一个月 降价 三百块 操作 实在 心痛 
0,外形 外观 屏幕 音效 非常 差 拍照 效果 不了 相素 运行 速度 待机时间 
4,舒服 
4,宝贝 大方 实用 外观 很漂亮 屏幕 很大 气质 音响效果 拍照 清晰 晚上 运行 速度 很快 可能 成为 唯一 今天 老婆 买 一个 期待 家庭 越来越 宝宝 健康 快乐 成长 愿 祖国 强大 
4,一直 手机 现在 喜欢 手机 体验 
2,满格 信号 微信 发送 拍照片 转圈圈 一分 钟 垃圾 联发科 
2,派送 员 太 不负责任 贵重物品 不要 确认 签收 直接 放在 物 架上 事 
0,手机信号 一点 不好 感觉 不像 正品 
4,一直 使用 手机 第一部 随便 买 后面 几部 一直 坚持 价格 千左右 性价比 高 处理器 不错 
4,手机 外观 时尚 屏幕 音色 不错 拍照 效果 运行 流畅 适合 学生 党用 待机时间 不错 充电 速度 玩游戏 
0,手机 发烫 电量 消耗 快 耐用 外观 好看 垃圾 刚卖 降价 
2,外形 外观 外观 不错 本来 送 耳机 收到 货后 发现 没有 耳机 问 客服 说 老 用户 购买 页面 明明 送 后来 几天 耳机 发货 
0,京东 东西 不怎么样 刚买 二十天 降价 问 客服 过来 保价 期 
2,手机 
1,买来 备用机 使用 满电 后台 待机 晚 不到 小时 电 
1,手机 盒里 没有 耳机 
0,手机电池 不行 没 玩 没电 
1,没有 想像中 
2,外形 外观 好看 背面 粉 紫色 拍照 效果 美颜 较假 运行 速度 重点 批评 联通 卡 有时候 发消息 一会儿 成功 待机时间 新 机子 无可挑剔 特色 自带 语音 机器人 不及 小爱 特色 周末 工作 会 提醒 设置 闹钟 
4,买 爸爸 觉得 颜值 真的 挺 抗打 
0,不要 买 今天 王者 掉 网络 稳定 还给 王者 代言 钱 花 代言 机子 
0,手机 触摸 会卡 图片 保存 相册 看不到 关机 重启 看不到 知道 相册 真 垃圾 千万 不要 买 
2,屏幕 音效 屏幕 挺 喜欢 不太好 贴膜 拍照 效果 扫 二维码 运行 速度 很快 外形 外观 行 待机时间 毕竟 快充 特色 起来 挺舒服 
4,新 系统 界面 确实 很漂亮 使用 起来 容易 手 希望 持续 更新 尽善尽美 
4,质量 手感 重点 配置 真的 不错 
0,买 无法 了解 当时 具体情况 快递 员 产生 误会 抱歉 快递 早到 服务 五星 好评 
2,屏幕 感觉 反应 太慢 一点 新机 
0,京东 失望 第一 上门 工作人员 态度 很差 
2,买 第二天 降价 一百 王者 一直 掉 帧 
4,外形 外观 手机 外形 颜值 靓丽 屏幕 音效 音色 非常 拍照 效果 不错 很多 专业 镜头 运行 速度 快 顺畅 待机时间 正常 一天 够用 特色 手机 包装 大气 时尚 潮流 正体 不错 值得 购买 
2,原先 手机 丢 手机 买 太仓促 期望 太高 失望 越大 手机 颜值 照相 网速 不错 致命 一击 太 容易 发热 充电 发热 视频 发热 有个 备用机 立马 退 以后 买 换 品牌 
0,真 差劲 刚买 几天 降价 块 
0,后来 配上 耳机 漏发 机器人 答非所问 这点 不好 
2,屏幕 触屏 特别 厚 
1,赠送 大王 卡 一直 不到 客服 一直 敷衍 快递 电话 不通 好久 一直 解决 
4,新手机 终于 出生地 东北 一圈 回来 儿子 说 打游戏 相信 品牌 东莞 骄傲 拍个 够 大够 好玩 玩吧 外观 一流 快 充嗖 一下 满 赞 手机 拍照 清晰 
0,购买 不到 天 屏幕 纯 玻璃 特别 随便 碰 一下 烂 几十年 手机 次 碰到 这种 问题 购买 牌子 内心 特别 强大 心里 预备 豆腐 容易 屏幕 手机 换个 屏幕 
4,老婆 买 手机 老婆 喜欢 安卓 系统 互传 一键 转移 旧 手机 内容 手机 界面 好看 切换 很快 拍照 美颜 非常适合 女生 步数 走到 步 桌面 花 开 
4,非常 非常 漂亮 不错 一款 手机 女儿 喜欢 试着 拍 几照 照片 自拍 外拍 效果 不得了 画面 品质 一流 更是 顺畅 
4,手机 京东 自营 产品 送货 速度 快 时效 很快 产品 外观 不错 拍照 手机 像素 清晰 配置 激活 完成 准备 使用 手机 质量 不错 现 使用 手机 不舍 更换 备用 
0,手机信号 稳定 视频 老是 卡死 特别 糟心 黑 实在 窝火 
4,颜值 高 单手操作 简单 方便 音质 挺 品质 不错 性价比 比较 高 手机 喜欢 亲 直接 下手 不要 犹豫 
0,过分 刚 买 完 不到 十天 降 元 客服 说 七天 保价 过保 补 差价 后悔 买 问过 客服 说 已经 活动 价了 可真行 降价 讲 速度 
4,家人 买 一直 用安卓 手机 之前 太旧 终于 下决心 更换 正好 出 手机 感觉 样子 好看 轻薄 颜值 高 蔡司 合作 本来 照相 蓝标 加持 更上 台阶 家人 喜欢 手机 起来 很快 核 盖 上网 嗖嗖 网速 太快 哈哈哈哈 
4,昨晚 早试 一下 不错 速度 挺快 电量 昨天 小时 新机 带 点用 完 刚 充上 充电 很快 系统 人性化 以前 用过 手机 儿子 买 一个 现在 买 第三个 感觉 系统 依然 好用 赞 一个 
4,不错 块钱 手机 配置 相机 像素 非常 系统 运行 正常 流畅 快 值得 购买 值得 购买 
4,手机 特别 轻 运行 速度 不错 功能 挺好用 系统 带 主题 萌萌 适合 女士 使用 总体 好评 价格 给力 性价比 太高 三星 处理器 带劲儿 
4,今天 收到 货 迫不及待 打开 喜欢 手机 精致 非常 喜欢 拍照 效果 不错 清晰 充电 很快 性能 买 非常 满意 听 音乐 音质 非常 棒 性价比 之王 没点 缺点 喜欢 朋友 非常 不错 一款 值得 购买 
0,手机 严重 发热 碳化 不行 
0,游戏 体验 感 极差 打游戏 突然 卡 一下 客服 操作 非常 失望 
0,运行 速度 反应 不够 灵敏 失望 原来 灵活 理解 手机 是不是 正品 好几年 新手机 灵活 
2,价位 居然 塑料 边框 系统 很漂亮 设计 逻辑 有点 混乱 手机 相机 不错 性能 行 比较 喜欢 花厂 
4,外形 外观 很漂亮 微光 颜色 好看 屏幕 音效 触感 很棒 拍照 效果 没有 惊艳 接受 运行 速度 待机时间 重度 使用 可能 一天 两冲 特色 体验 中 
4,款 手机 性能 真心 不错 外观 新颖 手机 非常 轻薄 通话音质 收到 迫不及待 拍 照片 像素 真心 不错 色彩 饱满度 高 内存 很大 再也 不用 担心 资料 不够 存 真是 一款 高性价比 手机 
1,品控 差 好多 地方 贴合 紧密 容易 进灰 特别 恶心 联发科 处理器 不行 打游戏 就别 想 倒 后续 出 性价比 高 手机 产品 一代 轻易 尝试 
2,凑合 声音 网络 信号 感觉 不好 运行 起来 感觉 手机 好卡 
2,妈用 贴 膜 没有 完全 覆盖住 屏幕 每次 滑屏 总会 刮手 手感 不好 没有 传统 三点 按键 老人 习惯 
4,外观 时尚 轻薄 很漂亮 一款 机子 看着 特别 大气 拍照 效果 特别 清晰 运行 速度 刷刷 快 款 颜色 男孩 女孩 特别 洋气 待机时间 很长 特意 好久 评价 特别 好用 一直 品牌 超级 好用 
0,新手机 联系人 里 多个 电话号码 京东 翻新 机 糊弄人 太过分 果断 退货 
0,厂家 服务 极其 恶劣 七天 之后 售后服务 摆设 厂家 问题 承担 建议 购买 
0,卡 偶尔 网络连接 不上 说 大王 卡 没有 
4,颜色 真的 非常 好看 小女生 爱 爱 显示 效果 特别 运行 速度 特别 快 内存容量 足够 系统 起来 舒服 拍照 效果 美美 哒 
0,电池 耐用 差评 
0,自带 耳机 手机 自带 
1,完 一会 发热 
4,颜值 高 不同 角度 看到 颜色 非常 喜欢 系统 好用 观望 抓紧 入手 不会 失望 冲冲 
2,玩游戏 烫手 卡 充电 发热 退货 
1,运输 过程 中 知道 怎么弄 
2,打电话 接电话 会 自动 关掉 造成 接不起 电话 重新 播 一次 正常 
0,刚 拆开 手机 花里胡哨 
2,电池 时间段 刷 视频 一会 没电 知道 是不是 假 
2,完美 耳机 买 停下 五星 步伐 
4,外形 外观 轻薄 手感 系列 一直 手感 非常 棒 喜欢 屏幕 音效 屏幕 很大 音效 好听 拍照 效果 拍照 超 清晰 不错 不错 运行 速度 骁龙 处理器 流畅 待机时间 收到 收机 现在 电 特色 一直 系列 以前 现在 刚买 
2,杂牌 知道 好不好 
4,买 十来天 降 两次 价 差价 每次 退全 知道 意思 问 客服 不回 
4,真机 真图 今天 下单 第二天 送到 无可挑剔 美爆 这款 机子 特别 适合 女性 屏幕 大小 厚度 拍照 美颜 合适 唯一 缺点 耗电 稍微 有点 快 屏幕 音效 拍照 效果 运行 速度 特色 
2,色彩 不够 鲜明 说 万 像素 个人感觉 不太 清晰 
0,提前 两天 贵 说 系统 自动 退 差价 退 到哪去 京东 自营 信誉 好多 说 没有 退 差价 骗 一个 算 一个 
4,外形 设计 非常 好看 屏幕 分辨率 高 清晰 拍照 效果 非常 不错 成像 效果 做工 精细 运行 速度 很快 流畅 玩游戏 不卡顿 
2,一般般 有点 重触 屏 效果 先用 看吧 
4,经济 实惠 后盖 渐变色 
4,外形 外观 漂亮 
4,昨天晚上 点多下 单 今天 早上 送到 真是太 快 关注 手机 已经 长时间 真 赶上 活动 果断 下手 手机 高端 大气 开机 快 运行 内存 存储 以后 不用 担心 存储空间 不够 运行 速度 快 屏幕显示 效果 尤其 竞速 屏 真的 没 说 快充 效果 价格 无敌 
0,建议 不要 买 定位 问题 
4,手机 看起来 很漂亮 感觉 手机 拍照 非常 流畅 清晰 电池容量 很大 使用 几天 不错 样子 
1,今天 买 手机 居然 月 号 有人 下载 过歌 有点 失望 
0,买 星云 收到 货是 颜色 物流 慢是 隔天 天才 
0,反应 慢 信号 差 容易 死机 
1,手机 发热 严重 拍照 不行 前置 后置 不行 拍照 模糊 吃亏 
0,手机 妈 买 之前 想 旧 手机 里 东西 备份 过来 不会 弄 线下 专卖店 线下 说 店里 买 帮忙 收钱 线上 客服 售后 点 区县 整个 成都市 几个 区有 售后 点 品牌 售后 点 少 线 上线 互不 认 一生 黑 这辈子 买 最后 一个 手机 想 买 最好 先 查查 身边 有没有 售后 点 出 问题 一个 城市 修 
0,不值 价用 没 几天 卡 
0,屏幕 音效 不好 运行 速度 不好 特色 不好 外形 外观 不好 
0,打电话 听不见 老是 没 声音 联系 客服 机器人 瞎扯 
4,第二天 收到 货 速度 快试 拍照 效果 喝刺 高刷 比较 非常 满意 颜色 满意 运行 速度 京东 自营 
0,手机电池 问题 说好 换 新 换个 原来 拿到 新 手机电池 电池 成 感觉 没换 换 新 没有 知道 
1,电池 发热 
4,真的 适合 这种 玩 手机游戏 一点 压力 没有 外观 时尚 屏幕 印象 拍照 效果 不错 运行 流畅 待机时间 很长 两盘 游戏 掉 一点 
2,网络 感觉 有点 不太 稳定 还好 
2,手机 上半 部分 有时候 会 烫 刚开 几天 反应 挺快 感觉 越用 越慢 
2,手机 一般般 电量 不够 一天 需要 充 一次 电拿 回来 基本 更新 总体 
4,手机 很大 惊艳 档次 高 很漂亮 值得 购买 手机 很多年 总是 放心 
4,终于 特别 老婆 一直 手机 像素 质量 可靠 听 音乐 特别 棒 颜值 担当 性能 无敌 拍照 效果 特别 以后 还会用 
4,外形 外观 很酷 炫 很漂亮 亮眼 屏幕 音效 屏幕显示 细腻 清晰度 高 音效 很棒 听 音乐 拍照 效果 拍照 清晰 美颜 运行 速度 相当 快 相当 流畅 待机时间 很长 正常 一天 足够 
0,系统 问题 明明 现货 显示 几日 发货 
0,偶尔 会 掉 电池 耐用 硬伤 
0,这种 耍猴 品牌 希望 早点 倒闭 预售 多天 没有 当天 优惠 气愤 本来 周围 有人 想 买 劝退 
4,货品 收到 京东 物流 超级 牛 昨天晚上 十一点 下单 今天上午 十点 收到 速度 牛 打开 包装 没有 手机 比较 沉 充电器 过去 很多 很多 卡针 做 点 廉价 包装盒 比较 个性 手机 膜 手机套 随机 已经 到位 不错 不错 没有 使用 以后 追加 评述 
0,一天 路程 硬生生 走 三天 
2,说实话 没有 手机 好用 
0,待机时间 电池电量 一下 没 耗电 严重 
4,快递 京东 速度 快 服务态度 包装 精美 手机 颜值 高 使用 丝滑 流畅 价格公道 性 比价 高 拥有 品控 做 质量 保障 
0,太次 写 耳机 
0,室内 天气 五六 度 冷得 脚趾头 充电 时 手机 当暖 宝宝 
2,运行 网速 超慢 是不是 水货 
4,买来 家里 老人 买 之前 网上 搜索 一下 以内 手机 推荐 好多 推荐 买 加 足够 老人 送 耳机 普通 入耳 耳机 数据线 直播间 整点 下单 送 双肩包 收货 后补 寄 目前 使用 感 反馈 老人 满意 屏幕 挺 
0,特意 用过 一段时间 评价 手机卡 要死 流量 卡用 卡 手机 偶尔 还会 闪退 真是 买过 最差 手机 三个 不会 买 
0,外形 外观 塑料 外壳 笨重 手感 拍照 效果 百元 机 水平 特色 现在 不到 一个月 已经 会 出现 手机 摄像头 打不开 情况 
0,买 完 立马 降价 说 买 套装 补 差价 直接 退款 真 垃圾 
4,华 彩色 炫 屏幕 清晰 机身 薄 蔡司 镜头 拍摄 清晰 夜景 尤为 突出 整体 感觉 不错 
1,还好 感觉 电池 有点 不对劲 有点 耗电 没有 上面 说 正常 待机 
4,物流 非常 快 手机 预想 非常 满意 
0,用过 慢慢 指纹 划痕 月 连续 两部 手机 一言难尽 真的 可怕 买 手机 
0,充电器 使用 中 炸 售后 态度恶劣 解决问题 
4,不错 不错 颜色 好看 女儿 喜欢 天天 爱不释手 外形 好看 功能齐全 使用 方便 干下 一次 小女儿 毕业典礼 购买 牌子 手机 值值 
4,第一次 买 首发 机型 看中 超 高性价比 首发 天玑 旗舰 芯片 采用 领先 制程 工艺 搭载 处理器 内核 架构 主频 高 达 全球 首发 支持 双卡 双待 支持 双 智能 网络 加速 频 双模 麦克斯韦 天线 系统 搭载 超大 电池 搭载 超快 闪 充分 钟 充电 超级 液冷 散热 系统 手机 核心 温度 直降 保持 手机 冷静 加上 京东 首发 不错 价格 联发科 这颗 没 验证 入手 希望 性能 宣传 给力 机器 整体 感觉 不错 一段时间 看看 
1,手机 真是 无语 辣鸡 
4,不错 买过 很多 
4,做 活动 期间 买 便宜 很多 到手 迫不及待 立马 手用 真不错 打游戏 一点儿 不卡 够用 京东 超市 一如既往 地给力 发货 快 快递 小哥 服务 到位 非常 满意 一次 购物 体验 三十二个 赞 拍照 效果 十分 清 清晰 待机时间 玩儿 大半天 电量 
4,买 老妈 价格 实惠 字体 调 大字体 非常 方便 高颜值 高品质 非常 一分钱 一分货 材质 外观 质量 一看 上档次 非常 喜欢 
4,拍照 效果 拍照 效果 不错 外形 外观 外观 
0,手机 磕碰 盒子 里面 一个 手机 一点 保护措施 没有 
4,送 老公 生日礼物 老公 喜欢 一个 老公 年 半 看看 多久 
2,小心 使用 以旧换新 功能 回收 手机 肯定 会 手机 价值 贬低 不想 换 地步 以旧换新 基本上 骗局 接受 上门 回收 价格 回收 价格 低 最后 补回 差价 
2,使用 十几天 突然 出现 触摸 反应 变慢 出现 一次 花屏 现象 
0,京东 买 第台 同样 订单 两个 人买 一个 送线 一个 不送 是不是 感觉 买 太 赠品 没有 
4,款 手机 性价比 高 拍照 特别 清晰 拍照 效果 大小 合适 日常 没 问题 真的 材料 做工 特别 精致 做工 真的 非常 棒 觉着 推荐 朋友 买 性格 强 打游戏 没 问题 
1,真的 精简 精简 耳机 没有 
0,知道 质量 问题 问题 关机 充电 七八个 小时 早就 显示 满 开机 显示 
4,外形 外观 外形 有点 惊艳 贝壳 色 感觉 高大 屏幕 音效 音效 不错 原来 手机 强多 大片 感觉 拍照 效果 拍照 非常 清楚 逼真 运行 速度 运行 完全 这种 玩游戏 够用 待机时间 待机时间 超长 特色 经济 实惠 
