评论,评分,label,comment_processed
新款机子  没想到毛病那么多 第一次有毛病换了 第二个又有问题 返回去半个月没消息  这让我以后还怎么敢在京东买手机哟,1,0,新款 机子 没想到 毛病 第一次 毛病 换 第二个 问题 返回 半个 月 没 消息 以后 敢 京东 买手机 
运行速度：玩游戏卡顿，有时候会卡屏半分钟之久外形外观：屏幕原来以为是膜，屏幕亮的时候可以看到屏幕两条较短的划痕，用指甲在屏幕划能感觉出来，屏幕熄灭时还有一条较长看起来好像屏裂的划痕拍照效果：一般其他特色：因为一直都是网购机，也一直用的vivo，之前在北京那边，也是一直在京东买，从来没出现过任何问题和小的瑕疵，这次在周口这边，不知道为什么会这样,1,0,运行 速度 玩 游戏卡 顿 有时候 会卡屏 半分钟 久 外形 外观 屏幕 原来 膜 屏幕 亮 看到 屏幕 两条 短 划痕 指甲 屏幕 划能 感觉 屏幕 熄灭 时 一条 较长 看起来 好像 屏裂 划痕 拍照 效果 特色 一直 网 购机 一直 之前 北京 一直 京东 买 从来 没 出现 问题 瑕疵 周口 知道 会 
发热的真历害，用一下放进囗袋，差不多肉都要熟了，导航定位不会更新，（比如从公明出发到了福田，定位还在公明），照相看不清,1,0,发热 真 历害 一下 放进 袋 差不多 肉 熟 导航 定位 不会 更新 公明 出发 福田 定位 公明 照相 看不清 
电池昨天没更新系统的时候，cpu温度安兔兔里面看到是57度，昨天六点玩到十二点剩20%的电，昨天晚上更新系统，安兔兔里面cpu温度到63度，上午半天上班都没怎么用，就只剩一半的电，续航血崩。,1,0,电池 昨天 没 更新 系统 温度 安兔 兔 里面 看到 是度 昨天 六点 玩 十二点 剩 电 昨天晚上 更新 系统 安兔 兔 里面 温度 到度 上午 半天 上班 没 剩 一半 电 续航 血崩 
外形外观：很好看屏幕音效：一般拍照效果：不错。也就拍照不错了运行速度：重点来了！！还没有我用了两年的就手机快！！两台手机一起组队自动刷本，反应要满两秒，经常一个画面就卡住了！！还是一个出了4年的游戏。可以想像性能有多拉夸。待机时间：把5g和高刷关了勉强可以一天。随便做个什么都感觉后盖发热。哎，,1,0,外形 外观 好看 屏幕 音效 拍照 效果 不错 拍照 不错 运行 速度 重点 没有 我用 两年 手机 快 两台 手机 一起 组队 自动 刷本 反应 满 两秒 经常 一个 画面 卡住 一个 出 年 游戏 想像 性能 多拉 夸 待机时间 高刷关 勉强 一天 随便 做个 感觉 后盖 发热 
太垃圾了夏天到了。五一带小孩要想拍点视频。竟然。垃圾垃圾垃圾过热了所有的程序都用不了。一共没有拍五分钟,1,0,太 垃圾 夏天 五 一带 小孩 想 拍点 视频 竟然 垃圾 垃圾 垃圾 过热 程序 不了 一共 没有 拍 五分钟 
我天，一下子就死机了，绝望,1,0,我天 一下子 死机 绝望 
客服服务态度极差，给人一种我行我素的感觉,1,0,客服 服务态度 极差 一种 我行我素 感觉 
气死我了，卡槽取不出来，,1,0,气死我了 卡槽 取 
发货速度太慢，比预约的时间晚一天,1,0,发货 速度 太慢 预约 时间 晚 一天 
才买几天，就降价300。再也不敢买了，再也不敢买了,1,0,买 几天 降价 再也 不敢 买 再也 不敢 买 
待机时间：电池电量一下都没了，耗电严重,1,0,待机时间 电池电量 一下 没 耗电 严重 
包装纸盒很薄且太大无填充物,1,0,包装 纸盒 很薄且 太大 填充物 
反应慢，使用感非常不爽,1,0,反应 慢 使用 感 非常 不爽 
电池不耐用，物流太慢，客服态度差,1,0,电池 耐用 物流 太慢 客服 态度 差 
买了就降价300元，坑,1,0,买 降价 元坑 
用半个小时就发烫，特别费电,1,0,半个 小时 发烫 特别 费电 
非常不满意手机充电时充电器发热问客服客服都不搭理人,1,0,非常 满意 手机 充电 时 充电器 发热 问 客服 客服 搭理 
电池真垃圾，一天要冲好几回电，,1,0,电池 真 垃圾 一天 要冲 好几回 电 
充电发热严重，可以说烫手,1,0,充电 发热 严重 说 烫手 
东西送的太慢，京东物流在推诿、京东客服不作为。,1,0,东西 送 太慢 京东 物流 推诿 京东 客服 
最差的一次购物，奉劝各位不要买！以后也不会在京东买了！,1,0,最差 一次 购物 奉劝 不要 买 以后 不会 京东 买 
客户服务不好，物流太慢，没按预订时间送到，太差了，差评，差评，差评,1,0,客户服务 不好 物流 太慢 没 预订 时间 送到 太差 差评 差评 差评 
其他特色：赠品问客服说一起发，手机收到后说缺货，赠品要一周后发，售后非常差,1,0,特色 赠品 问 客服 说 一起 发手机 收到 说 缺货 赠品 一周 发售 非常 差 
卡槽有使用过的痕迹，客服服务态度太差了,1,0,卡槽 使用 痕迹 客服 服务态度 太差 
这电池假的吧？用了一个月就开始耗电太快了,1,0,电池 假 一个月 耗电 太快 
买了没两天降价了，超过七天的保价期，就不给退差价了，手机是没问题，售后解决问题真差。,1,0,买 没 两天 降价 超过 七天 保价 期 退 差价 手机 没 问题 售后 解决问题 真差 
说送耳机也不送，好几次买东西都不送赠品，京东就会这样骗人，买的时候12期免息，刚买过变成24期，,1,0,说 送 耳机 送 几次 买 东西 送 赠品 京东 会 骗人 买 期 免息 刚买过 变成 期 
非常不安全的手机，时不时未经许可自动安装乱七八糟app。,1,0,非常 安全 手机 时不时 未经许可 自动 安装 乱七八糟 
刚买第二天就降价，太坑了，618保价，给客服说也不退差价,1,0,刚买 第二天 降价 太坑 保价 客服 说 退 差价 
刚充了一次电 充电器大头就坏了 气死了,1,0,刚充 一次 电 充电器 大头 坏 气死 
耗电快 发热严重 还不如走两年前的y93s,1,0,耗电 快 发热 严重 走 两年 前 
外形外观：外观不好看太差劲啦太难看太赖,1,0,外形 外观 外观 好看 太 差劲 太 难看 太赖 
价格变化很恶心，之前赠送一个破耳机三百块钱，合计是现在的三百买的，你要送就送，别**拿价格搁这儿打马虎眼！不会再京东上买高价产品了,1,0,价格 变化 恶心 之前 赠送 一个 破 耳机 三百块 钱 合计 现在 三百 买 送 送别 价格 打马虎眼 不会 京东 买 高价 产品 
物流真的是龟速！催单一点效果都没有！太令人失望了！很不满意的一次购物,1,0,物流 真的 龟速 催单 一点 效果 没有 太 令人 失望 满意 一次 购物 
电池特别不经用一，正常上班最多12个小时就没电了,1,0,电池 特别 不经用 正常 上班 多个 小时 没电 
这**不知道是什么垃圾手机，接收信号又差。,1,0,知道 垃圾 手机 接收 信号 差 
差评，服务不好，一般不在京东买东西，这是最后一次，售后不完善，投诉都没地方投诉，店大欺客,1,0,差评 服务 不好 京东 买 东西 这是 最后 一次 售后 完善 投诉 没 地方 投诉 店大欺客 
垃圾垃圾，瞎眼了来这里买，服务差差差！！！保价骗人，各种理由借口,1,0,垃圾 垃圾 瞎眼 买 服务 差差 差 保价 骗人 理由 借口 
卡的要命，信号还不好，太差了，不是一般的差,1,0,卡 要命 信号 不好 太差 差 
垃圾玩意，买了不到半个月，降价300，保价7天？你们**7天内会做2次活动吗？垃圾,1,0,垃圾 玩意 买 不到 半个 月 降价 保价 天 天内会 做次 活动 垃圾 
手机使用发热的厉害，真不建议使用,1,0,手机 使用 发热 厉害 真 建议 使用 
服务质量真心不行，原来就有的划痕，现在换货就不可以，,1,0,服务质量 真心 不行 原来 划痕 现在 换货 
电池很不耐用   差评,1,0,电池 耐用 差评 
买没到3天又降100.太坑了,1,0,买 没到 天 降太坑 
看直播说送的东西，最后也没送，水凝膜也不贴合，哎，作为老客户有点失望了,1,0,直播 说 送 东西 最后 没 送 水凝膜 贴合 老客户 有点 失望 
运行速度：太垃圾了，还不如我先前X20.,1,0,运行 速度 太 垃圾 先前 
网络接收不好，信号很差！,1,0,网络 接收 不好 信号 很差 
非常糟心，总连不上WIFI，能把人气死,1,0,非常 糟心 总 连不上 气死 
手机很卡，第一次买到这么卡的手机,1,0,手机 很卡 第一次 买 卡 手机 
运行速度：机 太慢，用5G还老卡。好像是被人家用过的。手机太差了,1,0,运行 速度 机 太慢 老卡 好像 用过 手机 太差 
商家简直就是一个垃圾，赚着没有良心的钱。我买了有**天就降价了。还不给我们保价。,1,0,商家 简直 一个 垃圾 没有 良心 钱 买 天 降价 保价 
手机定位太差!手机上老说定位信号弱唉?崩溃啊,1,0,手机 定位 太 差 手机 老 说 定位 信号 弱 崩溃 
网速太慢了，电池也不耐用，没有广告说的好,1,0,网速 太慢 电池 耐用 没有 广告 说 
京东自营什么时候开始，早上10点之前下单，要第二天才到货？预计当天到，结果第二天才到，什么时候变垃圾了,1,0,京东 自营 早上 点 之前 下单 第二天 到货 预计 当天 第二天 变 垃圾 
买了几天就看到降价400元，太@了,1,0,买 几天 看到 降价 元 太 
非常差，买回来用不到10天，触屏反应不灵敏，现在要求换货，那么久都不换,1,0,非常 差 买回来 不到 天触 屏 反应 不灵敏 现在 要求 换货 久 不换 
电池耗电太快，两局游戏没了,1,0,电池 耗电 太快 两局 游戏 没 
孩子网课视频半个小时，电池烫到可以煎鸡蛋，太菜了,1,0,孩子 网课 视频 半个 小时 电池 烫 鸡蛋 太菜 
刚买了个手机网络就反应慢，客服态度差运行速度：运行速度慢,1,0,刚买 手机 网络 反应 慢 客服 态度 差 运行 速度 运行 速度慢 
客服相当恶劣，耳机送完了，我问的时候也不回答，去年一年来最不爽的一次购物,1,0,客服 相当 恶劣 耳机 送 完 问 回答 去年 一年 不爽 一次 购物 
联系了下客服，发现是我本人操作不当，而且耳机也已经补发，感谢京东，优质服务,1,0,联系 客服 发现 操作 不当 耳机 已经 补发 感谢 京东 优质服务 
拿到手机后，只用了摄像头，未插卡未联网，未用其他功能，恢复出厂设置时，显示微博登录过。是个二手机？？？？！！！,1,0,拿到 手机 只用 摄像头 未 插卡 未 联网 未 功能 恢复 出厂 设置 时 显示 微博 登录 二 手机 
打电话时有很大的电流声。完全接受不了！,1,0,打电话 时有 很大 电流 声 完全 接受 不了 
新手机联系人里就有80多个电话号码，京东就这么拿翻新机糊弄人，太过分了！果断退货,1,0,新手机 联系人 里 多个 电话号码 京东 翻新 机 糊弄人 太过分 果断 退货 
才买一个月不到出现两次相机故障，用不起，扫一扫也用不起，态差劲了,1,0,买 一个月 不到 出现 两次 相机 故障 用不起 扫 一扫 起态 差劲 
第一次买vivo的产品 刚买了15天听筒就坏了 打电话听不到声音 以后绝不会再买这个垃圾牌子的东西了！,1,0,第一次 买 产品 刚买 天 听筒 坏 打电话 听 不到 声音 以后 绝不会 买 垃圾 牌子 东西 
发热太严重了，一直怀疑买到假货了，视频一会儿就烫的不行,1,0,发热 太 严重 一直 怀疑 买 假货 视频 一会儿 烫 不行 
太烂了不如华为  一点都不值这个价  后悔死,1,0,太烂 华为 一点 不值 价 后悔 死 
耗电又快   永远都不会在买这个牌子  一千多块的手机差不多  害我还期待这么久  反应太慢了  建议下架,1,0,耗电 快 永远 不会 买 牌子 一千多块 手机 差不多 害 期待 这么久 反应 太慢 建议 下架 
质量太垃圾了，买了没到一个月坏了，大家还是别买了,1,0,质量 太 垃圾 买 没到 一个月 坏 别买 
很差劲，手机电池不耐用，谨慎购买,1,0,差劲 手机电池 耐用 谨慎 购买 
用过最垃圾的手机。经常网络中断，谁买谁后悔。,1,0,用过 垃圾 手机 经常 网络 中断 买 后悔 
京东自营店也这么慢，次日达的能发四天，无语,1,0,京东 自营 店 慢 次日 达 能发 四天 语 
最失败的购物体验，刚到手下载一个王者打一局直接卡死，再有一次卡死直接退货。槽,1,0,失败 购物 体验 刚 到手 下载 一个 王者 一局 直接 卡死 一次 卡死 直接 退货 槽 
才买的就有时候卡顿 还有电池超级不耐用无法表达的愤怒,1,0,买 有时候 卡顿 电池 超级 耐用 无法 表达 愤怒 
垃圾手机，一个月就降价500元，半年以后就白菜价了，上当了，不建议购买！,1,0,垃圾 手机 一个月 降价 元 半年 以后 白菜价 上当 建议 购买 
