content,creationTime,nickname,referenceName,content_type
因为本人也不在家，当天到货电话预约当天就安装了，让装修工人看着安装的，后来安装上水调试完也就没照片了?，只能等回家再追加了，整体服务物流都特别准时，好评,2017-10-14 18:07:44,j***h,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
送货很快，然后预约安装师傅安装，安装师傅很专业，安装也很快，今天还没用，还不知道效果怎么样。,2017-10-04 21:00:09,飞***3,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
"美的大品牌，热水器，选择大品牌，售后质量都有保障。
一千元购买，经济实惠。电脑控温带遥控，比实体店便宜不少，唯一不足，1500瓦加热稍慢一点点。",2017-10-24 06:17:25,3***7,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
热水器不错，很好用，包装结实，送货上门，我家是五楼，没有电梯，师傅给送上来的。服务很好。操作简洁，家里老人一学就会，很不错，大品牌，值得信赖。,2017-10-15 17:42:09,假***-,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
在平房里面安装的，师傅安装完了，我哥们给我安装了一个增压泵，防止水压不够，图片里面是哥们给改水路，接电线，加水泵，全能人才。,2017-09-18 17:14:25,y***伟,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
热水器很好，有数字显示，很准确的知道里面有没有热水～就是插座得用16A的，免费安装，换了根新水管，安装师傅也熟练一下就装好了。,2017-10-19 13:22:58,放***5,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
家里一直都在买美的热水器，大品牌，性价比高，值得信赖，而且家电全部在京东搞定，京东配送，又快捷又安全，打电话预约安装非常方便及时，安装师傅统一着装，干活认真效率高，总之非常满意。,2017-10-03 18:46:55,g***6,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
真心不错，美的大品牌值得信赖，安装师傅态度很好，速度也很快不到一个小时就安装好了，虽然管件收费116元，质量都不错给100个赞，看看以后的使用效果吧？,2017-06-13 16:02:44,j***1,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
热水器收到，当天下午安装人员就上门安装，热水器我老婆非常满意，容量大，外观大气上档次，很满意的一次购物，服务没话说，物流速度也快，美的客户和京东客服安装完成以后都回电话问安装满不满意，以后有问题直接打售后电话就可以，这服务满分！！！！！,2017-10-05 07:12:52,5***8,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
快递小哥服务特别到位一直给我送到八楼真是辛苦啦而且外面还下着大雨，安装人员也很认真，唯一不足的就是配件有点小贵，热水器的包装很好。,2017-09-22 13:21:26,j***8,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
"配送安装都很快捷，服务态度不错！就是请客服注意，这款机子实际是2100W的需使用16A电源插座(京东商品规格表里却是1500W)

加热速度大概1分钟1度的节奏，所以从十多度烧到55度，在40分钟左右，洗澡水足够两个人洗！虽然洗的过程中水温表一直在下降，但是实际出水温度依然是很热的，不要被表象吓到，说明书里也没有提到，应该补充说明下。

一段时间后再来追评吧，家里微波炉电饭煲热水器豆浆机烧水壶全美的，国产质量越来越好了。",2017-10-23 22:58:18,l***3,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
还不错，服务很好,2017-10-15 08:42:34,j***9,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
订货第二天就到货了，发货速度超快！货到立马打客服电话安装，老家在乡村里面，售后安装人员3个小时就到家安装，美的服务很好,2017-10-23 18:44:22,X***8,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
热水器很好，安装比较复杂，师傅弄了好久，不过成品效果还不错，唯一不满就是把卫生间弄的有点乱了看着,2017-10-20 09:10:46,z***2,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
宝贝正在用，安装师傅太叼了。强，奸我，我自己买的角阀他们不给安装，硬要我买他们的角阀。说了好久也不肯安装，没有办法.,2017-10-16 21:47:06,C***S,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
第二天就送到了，热水器很棒????，安装师傅也很及时就到了。感谢我大京东！,2017-10-16 15:58:38,2***3,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
美的品质值得信赖，美的服务非常值得点赞，感谢曹师傅的安装，非常的专业，下雨天衣服都湿了，非常感谢，京东我信赖?,2017-10-05 11:50:40,上***爹,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
东西收到这么久，都忘了去好评，美的大品牌，值得信赖，东西整体来看，个人感觉还不错，没有出现什么问题，值得拥有！,2017-10-10 08:29:55,z***8,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
质量可靠，大功率，用着舒服，非常不错安装是自己安的，花了一百块钱。比他们应该按得好又省心,2017-09-24 18:20:36,帅***影,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
每次都是这个！不错，好用，经济实惠！,2017-09-24 17:52:01,奇***饰,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
一直相信京东和美的  家里的电器基本上都是美的的，大品牌用的放心  安装也特别快   购物还是京东舒服,2017-10-17 14:01:59,好好好丶好犀利,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
热水器很棒，美的好牌子，八年质保。值得信赖，安装师傅很有心，安装完还给打扫卫生。很满意。必须五星好评。,2017-10-07 14:46:15,tb22725384,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
非常不错的热水器，刚安装完，昨天晚上买的，今天早上到的，下午就安装完毕了，哈哈，洗澡澡喽,2017-10-13 17:10:03,阿刚sir,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
物流两天就到 价格回到618 京东自营很满意 安装师傅也服务周到 就是功率是1500瓦的 烧水慢点,2017-10-08 23:18:59,叮***8,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
安装完成，上午刚送货过来，售后就电话预约安装了，下午门安装的。辅料共127元。,2017-09-22 17:18:52,上***天,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
已经收到货非常好！上门安装服务态度超好得！安装没有花钱只是花了热水器得钱！比实体店强多了还便宜,2017-10-17 08:10:11,j***a,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
快递这块我目前只服京东！说好1号下午 结果30晚上就来了 可以说下单到安装好只用2天  服气！,2017-10-03 08:55:30,春***_,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
东西已经收到了，用过几天了，现在这些东西都还挺好用的，不错下次再来光顾！,2017-09-18 17:00:17,z***8,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
好用，加热快，比太阳能方便多了，安装师傅功夫好，安装的很快，非常不错的，推荐，价格便宜！,2017-10-16 16:08:43,我***子,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
品牌值得信任，送货速度超快，安装师傅非常热心。绝对五星好评！！！,2017-10-16 13:38:02,2***1,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
买了好长时间了，昨天用了一下，加热速度挺快的！简单方便，以为遥控没给我送呢，客服二话没说就说给我补发，不像别的卖家，总会说:亲，您在找找！?后来是我朋友不知道是啥给我扔外面了！不错，前天推荐我家楼上也买了！,2017-09-29 13:30:21,欢***7,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
产品不错，够用，很美观，家人也很满意，老家近期也会购买一台一样的,2017-09-30 12:57:58,京***范,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
已装好，很不错！暂时因为管子有点不和还没用起来！以后用了再来追加吧！总体还不错！,2017-10-18 22:14:55,转***盘,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
安装师傅安装的很好，机器也很不错，送货很快，安装也很快，很满意,2017-10-03 13:25:33,j***q,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
很好用，而且服务也相当给力，家里的热水器都是美的的，一下子买了两个！,2017-09-19 14:00:19,j***1,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
帅气的安装人员，礼貌，安装手续严格 产品没用，不发表言论,2017-10-05 10:37:45,y***3,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
挺不错的一款机器，性价比很高，而且安装师傅很给力，中午打电话半小时就到了。,2017-10-19 19:11:43,j***1,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
很好用，不知电费如何，安装师傅很用心，加装第三图240元，态度好给钱也没什么,2017-10-03 16:01:31,j***b,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
刚装一小时漏水，喊师傅维修刚修好，浪费顾客时间，这都快半夜了，粗心的商家,2017-10-16 20:29:18,X***G,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
相信美的，品质好，外观美，性能更是厉害了，我喜欢！,2017-10-09 21:57:00,在***途,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
安装好了  还行  安装师傅很给力 总共买材料费花了120大洋,2017-09-18 08:19:50,j***d,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
机器好，服务帮，安装的更到位，师傅很热心，很考究。美的值得拥有。。。,2017-10-02 19:20:10,j***i,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
安装师傅态度很好。6666666！！！目前用了10几天还没发现问题。,2017-09-20 12:15:43,j***2,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
美的大品牌值得信赖，实惠又好用，家人很喜欢,2017-10-14 21:02:46,3***2,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
好，一直买美的的家电，样样值得信任，还会再来,2017-09-28 09:00:35,l***7,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
用了一阵没出什么问题，就是安装的时候有俩个密封皮圈给漏用了一个,2017-10-04 15:13:40,j***6,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
很好很好！京东服务和送货速度都是最好的，质量也很好，再接再厉！,2017-10-02 14:49:15,6***1,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
嗯不错，给哥们推荐的，必须点赞，哥们满意&hellip;&hellip;&hellip;&hellip;&hellip;,2017-10-05 14:35:28,j***7,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
安装师傅很给力，热水器也好用，感谢美的。,2017-09-24 10:34:39,南***友,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
安装师傅很耐心，因为点插孔的问题还没有用，应该不错，信赖美的,2017-09-23 11:49:02,j***r,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
看的感觉超大  就是不知道安装之后啥样 等待安装在上图,2017-10-20 10:39:58,y***1,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
